Type,OID,OID (bin),POS (BIN),POS,Diff
O,6916,0001101100000100,0000100101010110,2390,4526
O,6917,0001101100000101,0000100101010111,2391,4526
O,6918,0001101100000110,0000100101011000,2392,4526
M,190,0000000010111110,0000100101011001,2393,-2203
O,6919,0001101100000111,0000100101011010,2394,4525
M,191,0000000010111111,0000100101011011,2395,-2204
O,6920,0001101100001000,0000100101011100,2396,4524
O,6921,0001101100001001,0000100101011101,2397,4524
O,6922,0001101100001010,0000100101011110,2398,4524
O,6923,0001101100001011,0000100101011111,2399,4524
M,192,0000000011000000,0000100101100000,2400,-2208
O,6924,0001101100001100,0000100101100001,2401,4523
O,6925,0001101100001101,0000100101100010,2402,4523
O,6926,0001101100001110,0000100101100011,2403,4523
O,6927,0001101100001111,0000100101100100,2404,4523
O,6928,0001101100010000,0000100101100101,2405,4523
O,6929,0001101100010001,0000100101100110,2406,4523
O,6930,0001101100010010,0000100101100111,2407,4523
M,193,0000000011000001,0000100101101000,2408,-2215
O,6931,0001101100010011,0000100101101001,2409,4522
O,6932,0001101100010100,0000100101101010,2410,4522
O,6933,0001101100010101,0000100101101011,2411,4522
O,6934,0001101100010110,0000100101101100,2412,4522
O,6935,0001101100010111,0000100101101101,2413,4522
O,6936,0001101100011000,0000100101101110,2414,4522
O,6937,0001101100011001,0000100101101111,2415,4522
M,194,0000000011000010,0000100101110000,2416,-2222
M,195,0000000011000011,0000100101110001,2417,-2222
O,6938,0001101100011010,0000100101110010,2418,4520
M,196,0000000011000100,0000100101110011,2419,-2223
O,6939,0001101100011011,0000100101110100,2420,4519
O,6940,0001101100011100,0000100101110101,2421,4519
O,6941,0001101100011101,0000100101110110,2422,4519
O,6942,0001101100011110,0000100101110111,2423,4519
O,6943,0001101100011111,0000100101111000,2424,4519
O,6944,0001101100100000,0000100101111001,2425,4519
O,6945,0001101100100001,0000100101111010,2426,4519
O,6946,0001101100100010,0000100101111011,2427,4519
O,6947,0001101100100011,0000100101111100,2428,4519
O,6948,0001101100100100,0000100101111101,2429,4519
O,6949,0001101100100101,0000100101111110,2430,4519
O,6950,0001101100100110,0000100101111111,2431,4519
O,6951,0001101100100111,0000100110000000,2432,4519
O,6952,0001101100101000,0000100110000001,2433,4519
M,197,0000000011000101,0000100110000010,2434,-2237
M,198,0000000011000110,0000100110000011,2435,-2237
O,6953,0001101100101001,0000100110000100,2436,4517
O,6954,0001101100101010,0000100110000101,2437,4517
O,6955,0001101100101011,0000100110000110,2438,4517
O,6956,0001101100101100,0000100110000111,2439,4517
O,6957,0001101100101101,0000100110001000,2440,4517
O,6958,0001101100101110,0000100110001001,2441,4517
O,6959,0001101100101111,0000100110001010,2442,4517
O,6960,0001101100110000,0000100110001011,2443,4517
O,6961,0001101100110001,0000100110001100,2444,4517
O,6962,0001101100110010,0000100110001101,2445,4517
O,6963,0001101100110011,0000100110001110,2446,4517
O,6964,0001101100110100,0000100110001111,2447,4517
O,6965,0001101100110101,0000100110010000,2448,4517
O,6966,0001101100110110,0000100110010001,2449,4517
M,199,0000000011000111,0000100110010010,2450,-2251
O,6967,0001101100110111,0000100110010011,2451,4516
O,6968,0001101100111000,0000100110010100,2452,4516
O,6969,0001101100111001,0000100110010101,2453,4516
O,6970,0001101100111010,0000100110010110,2454,4516
O,6971,0001101100111011,0000100110010111,2455,4516
M,200,0000000011001000,0000100110011000,2456,-2256
O,6972,0001101100111100,0000100110011001,2457,4515
M,201,0000000011001001,0000100110011010,2458,-2257
O,6973,0001101100111101,0000100110011011,2459,4514
O,6974,0001101100111110,0000100110011100,2460,4514
O,6975,0001101100111111,0000100110011101,2461,4514
O,6976,0001101101000000,0000100110011110,2462,4514
O,6977,0001101101000001,0000100110011111,2463,4514
O,6978,0001101101000010,0000100110100000,2464,4514
M,202,0000000011001010,0000100110100001,2465,-2263
O,6979,0001101101000011,0000100110100010,2466,4513
M,203,0000000011001011,0000100110100011,2467,-2264
O,6980,0001101101000100,0000100110100100,2468,4512
O,6981,0001101101000101,0000100110100101,2469,4512
O,6982,0001101101000110,0000100110100110,2470,4512
O,6983,0001101101000111,0000100110100111,2471,4512
O,6984,0001101101001000,0000100110101000,2472,4512
M,204,0000000011001100,0000100110101001,2473,-2269
O,6985,0001101101001001,0000100110101010,2474,4511
O,6986,0001101101001010,0000100110101011,2475,4511
O,6987,0001101101001011,0000100110101100,2476,4511
O,6988,0001101101001100,0000100110101101,2477,4511
O,6989,0001101101001101,0000100110101110,2478,4511
O,6990,0001101101001110,0000100110101111,2479,4511
M,205,0000000011001101,0000100110110000,2480,-2275
M,206,0000000011001110,0000100110110001,2481,-2275
M,207,0000000011001111,0000100110110010,2482,-2275
M,208,0000000011010000,0000100110110011,2483,-2275
O,6991,0001101101001111,0000100110110100,2484,4507
O,6992,0001101101010000,0000100110110101,2485,4507
O,6993,0001101101010001,0000100110110110,2486,4507
O,6994,0001101101010010,0000100110110111,2487,4507
O,6995,0001101101010011,0000100110111000,2488,4507
O,6996,0001101101010100,0000100110111001,2489,4507
O,6997,0001101101010101,0000100110111010,2490,4507
O,6998,0001101101010110,0000100110111011,2491,4507
O,6999,0001101101010111,0000100110111100,2492,4507
O,7000,0001101101011000,0000100110111101,2493,4507
O,7001,0001101101011001,0000100110111110,2494,4507
O,7002,0001101101011010,0000100110111111,2495,4507
O,7003,0001101101011011,0000100111000000,2496,4507
O,7004,0001101101011100,0000100111000001,2497,4507
M,209,0000000011010001,0000100111000010,2498,-2289
M,210,0000000011010010,0000100111000011,2499,-2289
O,7005,0001101101011101,0000100111000100,2500,4505
O,7006,0001101101011110,0000100111000101,2501,4505
O,7007,0001101101011111,0000100111000110,2502,4505
O,7008,0001101101100000,0000100111000111,2503,4505
O,7009,0001101101100001,0000100111001000,2504,4505
O,7010,0001101101100010,0000100111001001,2505,4505
O,7011,0001101101100011,0000100111001010,2506,4505
O,7012,0001101101100100,0000100111001011,2507,4505
O,7013,0001101101100101,0000100111001100,2508,4505
O,7014,0001101101100110,0000100111001101,2509,4505
O,7015,0001101101100111,0000100111001110,2510,4505
O,7016,0001101101101000,0000100111001111,2511,4505
O,7017,0001101101101001,0000100111010000,2512,4505
O,7018,0001101101101010,0000100111010001,2513,4505
O,7019,0001101101101011,0000100111010010,2514,4505
M,211,0000000011010011,0000100111010011,2515,-2304
O,7020,0001101101101100,0000100111010100,2516,4504
O,7021,0001101101101101,0000100111010101,2517,4504
O,7022,0001101101101110,0000100111010110,2518,4504
O,7023,0001101101101111,0000100111010111,2519,4504
O,7024,0001101101110000,0000100111011000,2520,4504
M,212,0000000011010100,0000100111011001,2521,-2309
O,7025,0001101101110001,0000100111011010,2522,4503
O,7026,0001101101110010,0000100111011011,2523,4503
O,7027,0001101101110011,0000100111011100,2524,4503
O,7028,0001101101110100,0000100111011101,2525,4503
O,7029,0001101101110101,0000100111011110,2526,4503
O,7030,0001101101110110,0000100111011111,2527,4503
O,7031,0001101101110111,0000100111100000,2528,4503
O,7032,0001101101111000,0000100111100001,2529,4503
M,213,0000000011010101,0000100111100010,2530,-2317
O,7033,0001101101111001,0000100111100011,2531,4502
O,7034,0001101101111010,0000100111100100,2532,4502
O,7035,0001101101111011,0000100111100101,2533,4502
O,7036,0001101101111100,0000100111100110,2534,4502
O,7037,0001101101111101,0000100111100111,2535,4502
O,7038,0001101101111110,0000100111101000,2536,4502
O,7039,0001101101111111,0000100111101001,2537,4502
O,7040,0001101110000000,0000100111101010,2538,4502
O,7041,0001101110000001,0000100111101011,2539,4502
O,7042,0001101110000010,0000100111101100,2540,4502
O,7043,0001101110000011,0000100111101101,2541,4502
O,7044,0001101110000100,0000100111101110,2542,4502
O,7045,0001101110000101,0000100111101111,2543,4502
O,7046,0001101110000110,0000100111110000,2544,4502
M,214,0000000011010110,0000100111110001,2545,-2331
M,215,0000000011010111,0000100111110010,2546,-2331
M,216,0000000011011000,0000100111110011,2547,-2331
O,7047,0001101110000111,0000100111110100,2548,4499
O,7048,0001101110001000,0000100111110101,2549,4499
O,7049,0001101110001001,0000100111110110,2550,4499
O,7050,0001101110001010,0000100111110111,2551,4499
O,7051,0001101110001011,0000100111111000,2552,4499
O,7052,0001101110001100,0000100111111001,2553,4499
O,7053,0001101110001101,0000100111111010,2554,4499
O,7054,0001101110001110,0000100111111011,2555,4499
O,7055,0001101110001111,0000100111111100,2556,4499
O,7056,0001101110010000,0000100111111101,2557,4499
O,7057,0001101110010001,0000100111111110,2558,4499
O,7058,0001101110010010,0000100111111111,2559,4499
O,7059,0001101110010011,0000101000000000,2560,4499
O,7060,0001101110010100,0000101000000001,2561,4499
O,7061,0001101110010101,0000101000000010,2562,4499
O,7062,0001101110010110,0000101000000011,2563,4499
O,7063,0001101110010111,0000101000000100,2564,4499
O,7064,0001101110011000,0000101000000101,2565,4499
O,7065,0001101110011001,0000101000000110,2566,4499
O,7066,0001101110011010,0000101000000111,2567,4499
O,7067,0001101110011011,0000101000001000,2568,4499
O,7068,0001101110011100,0000101000001001,2569,4499
O,7069,0001101110011101,0000101000001010,2570,4499
O,7070,0001101110011110,0000101000001011,2571,4499
M,217,0000000011011001,0000101000001100,2572,-2355
M,218,0000000011011010,0000101000001101,2573,-2355
O,7071,0001101110011111,0000101000001110,2574,4497
M,219,0000000011011011,0000101000001111,2575,-2356
O,7072,0001101110100000,0000101000010000,2576,4496
O,7073,0001101110100001,0000101000010001,2577,4496
O,7074,0001101110100010,0000101000010010,2578,4496
O,7075,0001101110100011,0000101000010011,2579,4496
O,7076,0001101110100100,0000101000010100,2580,4496
O,7077,0001101110100101,0000101000010101,2581,4496
O,7078,0001101110100110,0000101000010110,2582,4496
O,7079,0001101110100111,0000101000010111,2583,4496
O,7080,0001101110101000,0000101000011000,2584,4496
O,7081,0001101110101001,0000101000011001,2585,4496
O,7082,0001101110101010,0000101000011010,2586,4496
O,7083,0001101110101011,0000101000011011,2587,4496
O,7084,0001101110101100,0000101000011100,2588,4496
O,7085,0001101110101101,0000101000011101,2589,4496
O,7086,0001101110101110,0000101000011110,2590,4496
O,7087,0001101110101111,0000101000011111,2591,4496
O,7088,0001101110110000,0000101000100000,2592,4496
O,7089,0001101110110001,0000101000100001,2593,4496
O,7090,0001101110110010,0000101000100010,2594,4496
O,7091,0001101110110011,0000101000100011,2595,4496
O,7092,0001101110110100,0000101000100100,2596,4496
O,7093,0001101110110101,0000101000100101,2597,4496
O,7094,0001101110110110,0000101000100110,2598,4496
O,7095,0001101110110111,0000101000100111,2599,4496
O,7096,0001101110111000,0000101000101000,2600,4496
O,7097,0001101110111001,0000101000101001,2601,4496
O,7098,0001101110111010,0000101000101010,2602,4496
O,7099,0001101110111011,0000101000101011,2603,4496
O,7100,0001101110111100,0000101000101100,2604,4496
M,220,0000000011011100,0000101000101101,2605,-2385
O,7101,0001101110111101,0000101000101110,2606,4495
O,7102,0001101110111110,0000101000101111,2607,4495
O,7103,0001101110111111,0000101000110000,2608,4495
O,7104,0001101111000000,0000101000110001,2609,4495
O,7105,0001101111000001,0000101000110010,2610,4495
O,7106,0001101111000010,0000101000110011,2611,4495
O,7107,0001101111000011,0000101000110100,2612,4495
O,7108,0001101111000100,0000101000110101,2613,4495
M,221,0000000011011101,0000101000110110,2614,-2393
O,7109,0001101111000101,0000101000110111,2615,4494
O,7110,0001101111000110,0000101000111000,2616,4494
O,7111,0001101111000111,0000101000111001,2617,4494
O,7112,0001101111001000,0000101000111010,2618,4494
O,7113,0001101111001001,0000101000111011,2619,4494
M,222,0000000011011110,0000101000111100,2620,-2398
M,223,0000000011011111,0000101000111101,2621,-2398
O,7114,0001101111001010,0000101000111110,2622,4492
O,7115,0001101111001011,0000101000111111,2623,4492
O,7116,0001101111001100,0000101001000000,2624,4492
O,7117,0001101111001101,0000101001000001,2625,4492
O,7118,0001101111001110,0000101001000010,2626,4492
O,7119,0001101111001111,0000101001000011,2627,4492
O,7120,0001101111010000,0000101001000100,2628,4492
O,7121,0001101111010001,0000101001000101,2629,4492
O,7122,0001101111010010,0000101001000110,2630,4492
O,7123,0001101111010011,0000101001000111,2631,4492
O,7124,0001101111010100,0000101001001000,2632,4492
O,7125,0001101111010101,0000101001001001,2633,4492
O,7126,0001101111010110,0000101001001010,2634,4492
O,7127,0001101111010111,0000101001001011,2635,4492
M,224,0000000011100000,0000101001001100,2636,-2412
M,225,0000000011100001,0000101001001101,2637,-2412
O,7128,0001101111011000,0000101001001110,2638,4490
M,226,0000000011100010,0000101001001111,2639,-2413
O,7129,0001101111011001,0000101001010000,2640,4489
O,7130,0001101111011010,0000101001010001,2641,4489
O,7131,0001101111011011,0000101001010010,2642,4489
O,7132,0001101111011100,0000101001010011,2643,4489
O,7133,0001101111011101,0000101001010100,2644,4489
O,7134,0001101111011110,0000101001010101,2645,4489
O,7135,0001101111011111,0000101001010110,2646,4489
O,7136,0001101111100000,0000101001010111,2647,4489
O,7137,0001101111100001,0000101001011000,2648,4489
O,7138,0001101111100010,0000101001011001,2649,4489
O,7139,0001101111100011,0000101001011010,2650,4489
O,7140,0001101111100100,0000101001011011,2651,4489
O,7141,0001101111100101,0000101001011100,2652,4489
O,7142,0001101111100110,0000101001011101,2653,4489
O,7143,0001101111100111,0000101001011110,2654,4489
O,7144,0001101111101000,0000101001011111,2655,4489
O,7145,0001101111101001,0000101001100000,2656,4489
O,7146,0001101111101010,0000101001100001,2657,4489
O,7147,0001101111101011,0000101001100010,2658,4489
O,7148,0001101111101100,0000101001100011,2659,4489
M,227,0000000011100011,0000101001100100,2660,-2433
O,7149,0001101111101101,0000101001100101,2661,4488
M,228,0000000011100100,0000101001100110,2662,-2434
O,7150,0001101111101110,0000101001100111,2663,4487
O,7151,0001101111101111,0000101001101000,2664,4487
O,7152,0001101111110000,0000101001101001,2665,4487
O,7153,0001101111110001,0000101001101010,2666,4487
O,7154,0001101111110010,0000101001101011,2667,4487
M,229,0000000011100101,0000101001101100,2668,-2439
O,7155,0001101111110011,0000101001101101,2669,4486
O,7156,0001101111110100,0000101001101110,2670,4486
O,7157,0001101111110101,0000101001101111,2671,4486
O,7158,0001101111110110,0000101001110000,2672,4486
O,7159,0001101111110111,0000101001110001,2673,4486
O,7160,0001101111111000,0000101001110010,2674,4486
O,7161,0001101111111001,0000101001110011,2675,4486
M,230,0000000011100110,0000101001110100,2676,-2446
M,231,0000000011100111,0000101001110101,2677,-2446
M,232,0000000011101000,0000101001110110,2678,-2446
M,233,0000000011101001,0000101001110111,2679,-2446
O,7162,0001101111111010,0000101001111000,2680,4482
O,7163,0001101111111011,0000101001111001,2681,4482
O,7164,0001101111111100,0000101001111010,2682,4482
O,7165,0001101111111101,0000101001111011,2683,4482
M,234,0000000011101010,0000101001111100,2684,-2450
M,235,0000000011101011,0000101001111101,2685,-2450
O,7166,0001101111111110,0000101001111110,2686,4480
O,7167,0001101111111111,0000101001111111,2687,4480
O,7168,0001110000000000,0000101010000000,2688,4480
O,7169,0001110000000001,0000101010000001,2689,4480
O,7170,0001110000000010,0000101010000010,2690,4480
O,7171,0001110000000011,0000101010000011,2691,4480
O,7172,0001110000000100,0000101010000100,2692,4480
O,7173,0001110000000101,0000101010000101,2693,4480
O,7174,0001110000000110,0000101010000110,2694,4480
O,7175,0001110000000111,0000101010000111,2695,4480
O,7176,0001110000001000,0000101010001000,2696,4480
O,7177,0001110000001001,0000101010001001,2697,4480
O,7178,0001110000001010,0000101010001010,2698,4480
O,7179,0001110000001011,0000101010001011,2699,4480
O,7180,0001110000001100,0000101010001100,2700,4480
O,7181,0001110000001101,0000101010001101,2701,4480
M,236,0000000011101100,0000101010001110,2702,-2466
M,237,0000000011101101,0000101010001111,2703,-2466
O,7182,0001110000001110,0000101010010000,2704,4478
O,7183,0001110000001111,0000101010010001,2705,4478
O,7184,0001110000010000,0000101010010010,2706,4478
O,7185,0001110000010001,0000101010010011,2707,4478
O,7186,0001110000010010,0000101010010100,2708,4478
O,7187,0001110000010011,0000101010010101,2709,4478
O,7188,0001110000010100,0000101010010110,2710,4478
O,7189,0001110000010101,0000101010010111,2711,4478
O,7190,0001110000010110,0000101010011000,2712,4478
O,7191,0001110000010111,0000101010011001,2713,4478
O,7192,0001110000011000,0000101010011010,2714,4478
